Name,Description,Degree Attributes,Enrollment Status,Type,Start Time,End Time,Days of Week,Instructors,Degree Level,Credits,Formatted Days,Start 24,End 24,Formatted TimeSlot,Matched Skills,Combined Text
Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221.",Quantitative Reasoning I course.,Open,Lecture,10:00 AM,10:50 AM,TR,"Bahreini Esfahani, M",PhD,,Tue Thu,10:00,10:50,Tue Thu 10:00 - 10:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Calculus II Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221."
Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221.",Quantitative Reasoning I course.,Closed,Lecture,11:00 AM,11:50 AM,TR,"Bahreini Esfahani, M",PhD,,Tue Thu,11:00,11:50,Tue Thu 11:00 - 11:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Calculus II Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221."
Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221.",Quantitative Reasoning I course.,Open,Lecture,1:00 PM,1:50 PM,TR,"Bahreini Esfahani, M",PhD,,Tue Thu,13:00,13:50,Tue Thu 13:00 - 13:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Calculus II Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221."
Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221.",Quantitative Reasoning I course.,Open (Restricted),Lecture-Discussion,10:00 AM,10:50 AM,MWF,"Yu, X",PhD,,Mon Wed Fri,10:00,10:50,Mon Wed Fri 10:00 - 10:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Calculus II Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Prerequisite: MATH 220 or MATH 221."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,9:00 AM,9:50 AM,TR,,PhD,,Tue Thu,09:00,09:50,Tue Thu 09:00 - 09:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,10:00 AM,10:50 AM,TR,"Toller, R",PhD,,Tue Thu,10:00,10:50,Tue Thu 10:00 - 10:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,11:00 AM,11:50 AM,TR,"Li, R",PhD,,Tue Thu,11:00,11:50,Tue Thu 11:00 - 11:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,12:00 PM,12:50 PM,TR,"Li, R",PhD,,Tue Thu,12:00,12:50,Tue Thu 12:00 - 12:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,1:00 PM,1:50 PM,TR,"Halladay, Z",PhD,,Tue Thu,13:00,13:50,Tue Thu 13:00 - 13:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,2:00 PM,2:50 PM,TR,"Halladay, Z",PhD,,Tue Thu,14:00,14:50,Tue Thu 14:00 - 14:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,3:00 PM,3:50 PM,TR,,PhD,,Tue Thu,15:00,15:50,Tue Thu 15:00 - 15:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,9:00 AM,9:50 AM,TR,"Kim, J",PhD,,Tue Thu,09:00,09:50,Tue Thu 09:00 - 09:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,10:00 AM,10:50 AM,TR,"Kim, J",PhD,,Tue Thu,10:00,10:50,Tue Thu 10:00 - 10:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,11:00 AM,11:50 AM,TR,"Toller, R",PhD,,Tue Thu,11:00,11:50,Tue Thu 11:00 - 11:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,2:00 PM,2:50 PM,TR,"Jiao, S",PhD,,Tue Thu,14:00,14:50,Tue Thu 14:00 - 14:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,1:00 PM,1:50 PM,TR,"Jiao, S",PhD,,Tue Thu,13:00,13:50,Tue Thu 13:00 - 13:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,3:00 PM,3:50 PM,TR,"Kundu, A",PhD,,Tue Thu,15:00,15:50,Tue Thu 15:00 - 15:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,8:00 AM,8:50 AM,TR,,PhD,,Tue Thu,08:00,08:50,Tue Thu 08:00 - 08:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,10:00 AM,10:50 AM,TR,"Leite Vilela Doliveira, A",PhD,,Tue Thu,10:00,10:50,Tue Thu 10:00 - 10:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,11:00 AM,11:50 AM,TR,"Govindarajan, A",PhD,,Tue Thu,11:00,11:50,Tue Thu 11:00 - 11:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Open,Discussion/Recitation,12:00 PM,12:50 PM,TR,"Cai, J",PhD,,Tue Thu,12:00,12:50,Tue Thu 12:00 - 12:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,1:00 PM,1:50 PM,TR,"Cai, J",PhD,,Tue Thu,13:00,13:50,Tue Thu 13:00 - 13:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Discussion/Recitation,2:00 PM,2:50 PM,TR,"Kundu, A",PhD,,Tue Thu,14:00,14:50,Tue Thu 14:00 - 14:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Lecture,12:00 PM,12:50 PM,MW,"Dobbs, T",PhD,,Mon Wed,12:00,12:50,Mon Wed 12:00 - 12:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus for Business I,"Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112.",Quantitative Reasoning I course.,Closed,Lecture,2:00 PM,2:50 PM,MW,"Dobbs, T",PhD,,Mon Wed,14:00,14:50,Mon Wed 14:00 - 14:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Robotics Knowledge', 'Data Analysis and Visualization', 'Internet of Things', 'Problem Solving and Analysis', 'API Knowledge', 'UI/UX Knowledge', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation', 'UI/Ux Knowledge']","Calculus for Business I Introduction to the concept of functions and the basic ideas of the calculus. Credit is not given for both MATH 234 and either MATH 220 or MATH 221. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/, demonstrating knowledge of the topics of MATH 112."
Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231.",Quantitative Reasoning II course.,Closed,Discussion/Recitation,3:00 PM,3:50 PM,T,"Williams, C",PhD,,Tue,15:00,15:50,Tue 15:00 - 15:50,"['Research on Artificial Intelligence and Machine learning', 'Artificial Intelligence (AI) and Machine Learning', 'Data Analysis and Visualization', 'Internet of Things', 'Statistical Analysis', 'Problem Solving and Analysis', 'Operating Systems and Networking', 'Artificial Intelligence and Machine learning', 'Video Editing and Animation', 'Working with Technology and New Idea Generate', 'Illustration and Design', 'Graphic Design and Editing', 'Video Editing And Animation']","Calculus III Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231."
