Name,Description,Degree Attributes,Enrollment Status,Type,Start Time,End Time,Days of Week,Instructors
Topics in Data Analytics &amp; Data Science,"Variety of newly developed and topics courses within Data Analytics & Data Science, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,Closed,Laboratory-Discussion,09:00 AM,11:50 AM,M,"Weible, J"
Topics in Data Analytics &amp; Data Science,"Variety of newly developed and topics courses within Data Analytics & Data Science, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,Closed,Lecture-Discussion,04:00 PM,06:50 PM,W,"Moss, C"
Reference and Information Services,"Explores reference and information services in a variety of settings, introduces widely used print and online sources, and develops question negotiation skills and search strategies. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,11:00 AM,01:50 PM,M,"Woodard, B"
Reference and Information Services,"Explores reference and information services in a variety of settings, introduces widely used print and online sources, and develops question negotiation skills and search strategies. 4 graduate hours. No professional credit.",,Open (Restricted),Online,04:00 PM,05:55 PM,R,"Holba Puacz, J"
Reference and Information Services,"Explores reference and information services in a variety of settings, introduces widely used print and online sources, and develops question negotiation skills and search strategies. 4 graduate hours. No professional credit.",,Open (Restricted),Online,06:00 PM,07:55 PM,W,"Alvarez, B"
Sociotechnical Information Systems,"The character, success, and costs/benefits of information technologies are socio-technical matters. Because of this, best practice for IT design and integration relies on participants' ability to understand and create for the totality of those settings, including social and technical dimensions. This course provides students with analytic tools for examining socio-technical settings and experience in applying that knowledge in IT modeling, design and management. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,09:00 AM,11:50 AM,W,"Twidale, M"
Sociotechnical Information Systems,"The character, success, and costs/benefits of information technologies are socio-technical matters. Because of this, best practice for IT design and integration relies on participants' ability to understand and create for the totality of those settings, including social and technical dimensions. This course provides students with analytic tools for examining socio-technical settings and experience in applying that knowledge in IT modeling, design and management. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,02:00 PM,04:50 PM,R,"Rusch, A"
Sociotechnical Information Systems,"The character, success, and costs/benefits of information technologies are socio-technical matters. Because of this, best practice for IT design and integration relies on participants' ability to understand and create for the totality of those settings, including social and technical dimensions. This course provides students with analytic tools for examining socio-technical settings and experience in applying that knowledge in IT modeling, design and management. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,10:00 AM,12:50 PM,F,"Guo, Y"
Information Organization and Access,"Emphasizes information organization and access in settings and systems of different kinds. Traces the information transfer process from the generation of knowledge through its storage and use in both print and non-print formats. Consideration will be given to the creation of information systems: the principles and practice of selection and preservation, methods of organizing information for retrieval and display, the operation of organizations that provide information services, and the information service needs of various user communities. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,10:00 AM,12:50 PM,M,"Wickett, K"
Information Organization and Access,"Emphasizes information organization and access in settings and systems of different kinds. Traces the information transfer process from the generation of knowledge through its storage and use in both print and non-print formats. Consideration will be given to the creation of information systems: the principles and practice of selection and preservation, methods of organizing information for retrieval and display, the operation of organizations that provide information services, and the information service needs of various user communities. 4 graduate hours. No professional credit.",,Closed,Online,06:00 PM,08:30 PM,R,"Knox, E"
Information Organization and Access,"Emphasizes information organization and access in settings and systems of different kinds. Traces the information transfer process from the generation of knowledge through its storage and use in both print and non-print formats. Consideration will be given to the creation of information systems: the principles and practice of selection and preservation, methods of organizing information for retrieval and display, the operation of organizations that provide information services, and the information service needs of various user communities. 4 graduate hours. No professional credit.",,Closed,Online,05:00 PM,06:55 PM,M,"Myers, C"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Open (Restricted),Lecture-Discussion,10:00 AM,12:50 PM,W,"Renear, A"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Open (Restricted),Lecture-Discussion,09:00 AM,11:50 AM,M,"Carvalho do Amaral, J"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Closed,Online,06:00 PM,07:55 PM,T,"Ocepek, M"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Closed,Online,05:00 PM,06:55 PM,M,"Rhinesmith, C"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Closed,Online,07:00 PM,08:55 PM,M,"Dahlen, S"
"Libraries, Information and Society","Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. 4 graduate hours. No professional credit. Prerequisite: Required M.S. in library and information science degree core course.",,Open (Restricted),Online,09:00 AM,10:50 AM,W,"Mak, B"
Applied Business Research,"As an experiential learning class, this course covers advanced techniques of business research with an emphasis on managing real-world client projects. Students will be assigned to teams and work with clients to identify research requirements and construct recommendations. Students will acquire critical skills in creating professional deliverables through client engagements. Students will build professional research portfolios at the conclusion of their projects. 4 graduate hours. No professional credit. May be repeated in separate terms up to 8 hours if topics vary. Prerequisite: Instructor approval required.",,Open (Restricted),Lecture-Discussion,06:00 PM,08:50 PM,M,"Song, Y"
Information Modeling,"Information modeling is critical to all information systems and analysis. This course introduces students to foundational frameworks (set theory and logics) and basic underlying objects (entities, attributes, and relations) of information modeling. A variety of modeling approaches (use case modeling, relational database design, first-order predicate logic, and semantic web technologies) are considered, and recent developments (non-relational databases and knowledge graphs) are reviewed. Modeling strategies are assessed by their expressiveness and reasoning capabilities. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,03:30 PM,06:20 PM,R,"Zheng, H"
Information Modeling,"Information modeling is critical to all information systems and analysis. This course introduces students to foundational frameworks (set theory and logics) and basic underlying objects (entities, attributes, and relations) of information modeling. A variety of modeling approaches (use case modeling, relational database design, first-order predicate logic, and semantic web technologies) are considered, and recent developments (non-relational databases and knowledge graphs) are reviewed. Modeling strategies are assessed by their expressiveness and reasoning capabilities. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,09:30 AM,12:20 PM,R,"Wickett, K"
Methods of Data Science,"A dramatic increase in computing power has enabled new areas of data science to develop in statistical modeling and analysis. These areas cover predictive and descriptive learning and bridge between ideas and theory in statistics, computer science, and artificial intelligence. We will cover methods including predictive learning: estimating models from data to predict future outcomes. Regression topics include linear regression with recent advances using large numbers of variables, smoothing techniques, additive models, and local regression. Classification topics include linear regression, regularization, logistic regression, discriminant analysis, splines, support vector machines, generalized additive models, naive Bayes, mixture models and nearest neighbor methods as time permits. Lastly we develop neural networks and deep learning techniques, bridging the theory introduced in the earlier parts of the class to purely empirical methods. We situate the course components in the ""data science lifecycle"" as part of the larger set of practices in the discovery and communication of scientific findings. 4 graduate hours. No professional credit. Prerequisite: IS 507 or equivalent (e.g. intro probability/stats STAT 100, CS 361, or ECON 202); and IS 490 IDS/CS 398 ID/STAT 490 or CS101 or equivalent; or consent of the instructor. Linear Algebra recommended at the level of MATH 125; Calculus recommended at the level of MATH 220.",,Closed,Lecture-Discussion,01:00 PM,03:50 PM,F,"Hendricks, R"
Methods of Data Science,"A dramatic increase in computing power has enabled new areas of data science to develop in statistical modeling and analysis. These areas cover predictive and descriptive learning and bridge between ideas and theory in statistics, computer science, and artificial intelligence. We will cover methods including predictive learning: estimating models from data to predict future outcomes. Regression topics include linear regression with recent advances using large numbers of variables, smoothing techniques, additive models, and local regression. Classification topics include linear regression, regularization, logistic regression, discriminant analysis, splines, support vector machines, generalized additive models, naive Bayes, mixture models and nearest neighbor methods as time permits. Lastly we develop neural networks and deep learning techniques, bridging the theory introduced in the earlier parts of the class to purely empirical methods. We situate the course components in the ""data science lifecycle"" as part of the larger set of practices in the discovery and communication of scientific findings. 4 graduate hours. No professional credit. Prerequisite: IS 507 or equivalent (e.g. intro probability/stats STAT 100, CS 361, or ECON 202); and IS 490 IDS/CS 398 ID/STAT 490 or CS101 or equivalent; or consent of the instructor. Linear Algebra recommended at the level of MATH 125; Calculus recommended at the level of MATH 220.",,Open (Restricted),Lecture-Discussion,09:00 AM,11:50 AM,M,"Wang, Y;Yu, Y"
Research Design in Information Science,"Provides an introduction to the design of IS research, beginning with an in-depth consideration of the philosophical and logical underpinnings of research. A brief survey of different methods used in IS research is followed by an exploration of research design issues through comparative hands-on exercises. Throughout the course, the emphasis will be on research design choices, especially the connections between research questions and research methods. Required IS Ph.D. course. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,03:30 PM,06:20 PM,T,"Underwood, W"
Preserving Info Resources,"Covers the broad range of library preservation and conservation for book and nonbook materials relating these efforts to the total library environment; emphasizes how the preservation of collections affects collection management and development, technical services, access to materials and service to users. 4 graduate hours. No professional credit.",,Closed,Online,01:00 PM,03:50 PM,W,"Teper, J"
Data Governance,"The course will address issues of data governance, including data ethics, and design and implementation of policy responses and best practices. Topics include privacy, discrimination, data sharing, data quality, and building a diverse workforce. These topics will be explored through real-world cases in corporate settings, libraries, non-profits, healthcare, governments, and academe. The course will also cover principles and frameworks for analyzing and responding to issues. The course is suitable for anyone planning to work in a professional setting that will involve handling data or building information systems, or seeking a grounding for future study of data and information ethics. 2 or 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,02:00 PM,04:50 PM,M,"Sanfilippo, M"
Data Warehousing and Business Intelligence,"This course examines the construction of a data warehouse and business intelligence system. It will review the roles and requirements of building the system, including data modelling and business intelligence product design. This course will explore real-world case studies of data warehouse and business intelligence projects through hands-on experience with data modelling, Business Objects, Power BI and Tableau. The course culminates with a final project to design a solution for a business case. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,03:30 PM,06:20 PM,T,"Wonderlich, M"
Data Warehousing and Business Intelligence,"This course examines the construction of a data warehouse and business intelligence system. It will review the roles and requirements of building the system, including data modelling and business intelligence product design. This course will explore real-world case studies of data warehouse and business intelligence projects through hands-on experience with data modelling, Business Objects, Power BI and Tableau. The course culminates with a final project to design a solution for a business case. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,03:30 PM,06:20 PM,R,"Wonderlich, M"
Network Analysis,"Network Analysis has become a widely adopted method for studying the interactions between social agents, information and infrastructures. The strong demand for expertise in network analysis has been fueled by the widespread acknowledgement that everything is connected and the popularity of social networking services. This interdisciplinary course introduces students to fundamental theories, concepts, methods and applications of network analysis in a practical manner. Students learn and practice hands-on skills in collecting, analyzing and visualizing network data. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,09:00 AM,11:50 AM,W,"Ma, J"
Doctoral ProSeminar,"A core course for all first year Information Science PhD students. The seminar serves as a venue for the development of a variety of skills and capacities to succeed as a scholar. Throughout the term, students will engage in a series of tasks designed as an initiation to the academic profession. The seminar offers a mix of sessions on progression through the Ph.D. degree program, the research process, guidance on the academic profession, and written and oral presentation of scholarly research. While students will receive feedback from the instructor, this is a seminar, meaning that active student participation and peer feedback is crucial. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. Prerequisite: PhD Students in Information Sciences.",,Open (Restricted),Lecture-Discussion,12:00 PM,12:50 PM,W,"Downie, J"
Doctoral ProSeminar,"A core course for all first year Information Science PhD students. The seminar serves as a venue for the development of a variety of skills and capacities to succeed as a scholar. Throughout the term, students will engage in a series of tasks designed as an initiation to the academic profession. The seminar offers a mix of sessions on progression through the Ph.D. degree program, the research process, guidance on the academic profession, and written and oral presentation of scholarly research. While students will receive feedback from the instructor, this is a seminar, meaning that active student participation and peer feedback is crucial. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. Prerequisite: PhD Students in Information Sciences.",,Open (Restricted),Online,12:00 PM,12:50 PM,W,"Downie, J"
Collection Development,"Examines issues affecting the development and management of collections for academic, public, special, and school libraries: collection development policies, collection assessment, the marketplace, publishing, legal issues, and budget allocation; document delivery; collaboration and cooperation. 4 graduate hours. No professional credit. Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20), or concurrent enrollment in IS 505 and IS 530.",,Open (Restricted),Online,10:00 AM,11:55 AM,S,"Holba Puacz, J"
Collection Development,"Examines issues affecting the development and management of collections for academic, public, special, and school libraries: collection development policies, collection assessment, the marketplace, publishing, legal issues, and budget allocation; document delivery; collaboration and cooperation. 4 graduate hours. No professional credit. Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20), or concurrent enrollment in IS 505 and IS 530.",,Open (Restricted),Online,06:00 PM,07:55 PM,T,"Barnhart, A"
Collection Development,"Examines issues affecting the development and management of collections for academic, public, special, and school libraries: collection development policies, collection assessment, the marketplace, publishing, legal issues, and budget allocation; document delivery; collaboration and cooperation. 4 graduate hours. No professional credit. Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20), or concurrent enrollment in IS 505 and IS 530.",,Open (Restricted),Online,07:00 PM,08:55 PM,W,"Reyes, B"
School Library Management,"School Library Information Specialists serve children and young adults (ages 5-18) in K-12 school library media centers. Students will acquire specific knowledge, skills and competencies needed to design, develop, integrate and assess curriculum and instruction with an emphasis on the information needs of K-12 students. Readings and projects provide students with opportunities to apply the practical knowledge and skills they have learned about building reading literacy, teaching information literacy skills, collaborating with teachers and integrating resources into teaching and learning. 2 or 4 graduate hours. No professional credit.",,Closed,Online,06:00 PM,07:55 PM,T,"Shasteen, R"
Information Consulting,"This course is designed to provide fundamental knowledge in providing research services and also introduce the latest trends and innovative approaches in research services. Information professionals are increasingly being challenged to provide not just data but insights and recommendations that are critical for strategic decision making. Using methodologies widely adopted by professional firms and researchers, this course will cover basics of research consulting including framing research problems, developing deliverables, and presenting professionally. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,09:00 AM,11:50 AM,M,"Song, Y"
Information Consulting,"This course is designed to provide fundamental knowledge in providing research services and also introduce the latest trends and innovative approaches in research services. Information professionals are increasingly being challenged to provide not just data but insights and recommendations that are critical for strategic decision making. Using methodologies widely adopted by professional firms and researchers, this course will cover basics of research consulting including framing research problems, developing deliverables, and presenting professionally. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,04:00 PM,05:55 PM,T,"Charles, D"
Theory &amp; Practice of Data Cleaning,"Data cleaning (also: cleansing) is the process of assessing and improving data quality for later analysis and use, and is a crucial part of data curation and analysis. This course identifies data quality issues throughout the data lifecycle, and reviews specific techniques and approaches for checking and improving data quality. Techniques are drawn primarily from the database community, using schema-level and instance-level information, and from different scientific communities, which are developing practical tools for data pre-processing and cleaning. Same as CS 513. 4 graduate hours. No professional credit.",,CrossListOpen (Restricted),Online,05:00 PM,06:50 PM,T,"Willis, C"
Copyright for Information Professions,"Copyright is a complicated legal concept that affects all information institutions, including corporations, libraries, archives, and museums whether they are online or off. This course will explore copyright from both a legal and information management perspective to demystify the concept and provide practical tools for working with copyrighted material. Topics discussed include the Constitutional underpinnings of copyright, copyright basics, copyright exceptions, fair use, the open access movement, licensing, data and copyright, and educational issues relating to copyright including issues related to K-12 teaching. This course is designed for students with a variety of backgrounds and interests. 2 or 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,04:00 PM,05:50 PM,M,"Benson, S"
Research and Inquiry for Youth,"This course is designed to prepare school librarians to serve as instructional leaders in their learning communities, positioned to transform teaching and learning in order to ensure students are college, career, and community ready. Participants will develop strategies and practices to support the school's curriculum through the roles of instructional partner, information specialist, and teacher. The school librarian has a leadership role in designing authentic learning activities in research and guided inquiry to prepare students in both the process and attitudes necessary to identify and meet their own lifelong information needs. 4 graduate hours. No professional credit.",,Open (Restricted),Online,04:00 PM,05:55 PM,R,"Diekman, L"
Digital Preservation,"Examines current problems with and approaches to digital preservation that are fundamental to the long-term accessibility of digital materials. Examines the range of current research problems, along with emerging methods and tools, and assesses a variety of organizational scenarios to plan and implement a preservation plan. Topics include basic information theory, preservation of complex digital objects; standards and specifications; sustainability and risk assessment; authenticity, integrity, quality control, and certification; and management of preservation activities. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,10:00 AM,12:50 PM,W,"Wagner, T"
Digital Preservation,"Examines current problems with and approaches to digital preservation that are fundamental to the long-term accessibility of digital materials. Examines the range of current research problems, along with emerging methods and tools, and assesses a variety of organizational scenarios to plan and implement a preservation plan. Topics include basic information theory, preservation of complex digital objects; standards and specifications; sustainability and risk assessment; authenticity, integrity, quality control, and certification; and management of preservation activities. 4 graduate hours. No professional credit.",,Open (Restricted),Online,06:00 PM,07:50 PM,W,"Oliver, M"
Foundations of Data Curation,"Data curation is the active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education; curation activities and policies enable data discovery and retrieval, maintain data quality and add value, and provide for re-use over time. This course provides an overview of a broad range of theoretical and practical problems in the emerging field, examining issues related to appraisal and selection, long-lived data collections, research lifecycles, workflows, metadata, and legal and intellectual property issues. 4 graduate hours. No professional credit.",,Open (Restricted),Online,05:00 PM,06:55 PM,R,"Willis, C"
Practicum,Supervised field experience of professional-level duties in an approved library or information center. 2 graduate hours. No professional credit. Approved for S/U grading only. A maximum of 2 hours may be applied toward a degree program. Prerequisite: Completion of 12 graduate hours of information sciences courses; submission of Practicum forms.,,Open (Restricted),Independent Study,ARRANGED,,,"Bonn, M"
Practicum,Supervised field experience of professional-level duties in an approved library or information center. 2 graduate hours. No professional credit. Approved for S/U grading only. A maximum of 2 hours may be applied toward a degree program. Prerequisite: Completion of 12 graduate hours of information sciences courses; submission of Practicum forms.,,Open (Restricted),Independent Study,ARRANGED,,,"Ochs, L"
Youth Services Librarianship,"Theory and techniques in planning, implementing and evaluating library programs/services for youth (age 0-18) in public and school libraries/media centers; the knowledge base, skills, and competencies needed by the library media professional in the development of all aspects of young people's reading/viewing/listening and information literacy skills. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,05:00 PM,06:55 PM,W,"Maimone, J"
Youth Services Librarianship,"Theory and techniques in planning, implementing and evaluating library programs/services for youth (age 0-18) in public and school libraries/media centers; the knowledge base, skills, and competencies needed by the library media professional in the development of all aspects of young people's reading/viewing/listening and information literacy skills. 4 graduate hours. No professional credit.",,Open (Restricted),Online,05:00 PM,06:55 PM,W,"Maimone, J"
Applied Machine Learning: Team Projects,"A comprehensive exploration of the applied machine learning workflow from inspiration to delivery of a machine learning solution broadly defined (i.e., from analytic finding to embedded machine learning application). This course is firmly grounded in a ""learning-by-doing"" teaching philosophy with pedagogical priority clearly placed on the application of machine learning to real-world data and problems. Ongoing and intense practical experiences in team-based project management and work are another cornerstone of this course. This course includes student-led reviews of existing data sources and machine learning technologies along with several team-based fact-finding and proof-of-concept implementation projects. This course is designed for students wishing to engage seriously in the practical world of machine learning implementation. 4 graduate hours. No professional credit. Prerequisite: Students should have demonstrated ability, and must have taken one of the following courses, IS 577 (formerly IS 590 DT), IS 517 (formerly IS 590 MD), CS 412, CS 446 or a course demonstrably equivalent.",,Open (Restricted),Lecture-Discussion,09:30 AM,12:20 PM,T,"Lourentzou, I"
CAS Project,"Individual study of a problem in library and information science; forms the culmination of the Certificate of Advanced Study program. 0 to 8 graduate hours. No professional credit. Approved for S/U grading only. May be repeated. Only eight hours will apply to the Certificate of Advanced Study. Prerequisite: Admission to Certificate of Advanced Study program in library and information science; submission of ""Request to Enroll in IS 559 - CAS Project"" form.",,Closed,Independent Study,ARRANGED,,,
Administration and Use of Archival Materials,"Administration of archives and manuscript collections in various types of institutions. Theoretical principles and archival practices of appraisal, acquisition, accessioning, arrangement, description, preservation, and reference services. Topics will include: records management programs, collecting archives programs/special collections, legal and ethical issues, public programming and advocacy, and the impact of new information technologies for preservation and access. Lectures, discussion, internet demonstration, and field trips to the Special Collections Department and University Archives. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,01:00 PM,03:50 PM,W,"Schwartz, S"
Administration and Use of Archival Materials,"Administration of archives and manuscript collections in various types of institutions. Theoretical principles and archival practices of appraisal, acquisition, accessioning, arrangement, description, preservation, and reference services. Topics will include: records management programs, collecting archives programs/special collections, legal and ethical issues, public programming and advocacy, and the impact of new information technologies for preservation and access. Lectures, discussion, internet demonstration, and field trips to the Special Collections Department and University Archives. 4 graduate hours. No professional credit.",,Closed,Online,07:00 PM,08:55 PM,M,"Salrin, M"
"Advanced Topics in Literature, Media and Materials","Variety of newly developed and advanced topics courses within Literature, Media and Materials, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Lecture-Discussion,04:30 PM,06:50 PM,M,"Lucht, K"
"Advanced Topics in Literature, Media and Materials","Variety of newly developed and advanced topics courses within Literature, Media and Materials, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Online,05:00 PM,07:20 PM,M,"Tilley, C"
"Advanced Topics in Literature, Media and Materials","Variety of newly developed and advanced topics courses within Literature, Media and Materials, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Online,04:00 PM,05:55 PM,R,"Quealy, K"
Cataloging for School Libraries,"This course will introduce the student to the principles, practices and standards for information representation and organization in school media centers. Course content will include an introduction to original cataloging of non-standard materials (such as realia and audiovisual materials), evaluation of bibliographic records, exposure to authority control and subject access systems with a special focus on the Dewey Decimal System and Sears Subject Headings. The course will also provide an overview and exploration of different library systems/OPACS. 2 graduate hours. No professional credit.",,Open (Restricted),Online,07:00 PM,08:55 PM,M,"Shasteen, R"
Text Mining,"The goal of this project-based course is to provide students with first-hand experience with how to create a well-formed text mining problem and how to select, transform, and mine a collection of text. Prior programming knowledge (in any language) is required. As students work on their own project, they will draw from key concepts in text mining using perspectives from both the knowledge discovery and natural language processing research communities. 4 graduate hours. No professional credit.",,Closed,Lecture-Discussion,09:30 AM,12:20 PM,F,"Kilicoglu, H"
Text Mining,"The goal of this project-based course is to provide students with first-hand experience with how to create a well-formed text mining problem and how to select, transform, and mine a collection of text. Prior programming knowledge (in any language) is required. As students work on their own project, they will draw from key concepts in text mining using perspectives from both the knowledge discovery and natural language processing research communities. 4 graduate hours. No professional credit.",,Open (Restricted),Lecture-Discussion,05:00 PM,06:55 PM,F,"Wang, R"
Seminar in Human-Centered Design &amp; Systems,"Offers an advanced graduate survey of research in areas related to research in human-centered design and systems, across a wide range of topics. Designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Lecture-Discussion,10:00 AM,12:50 PM,M,"Seo, J"
Internship,Supervised field experience designed for learning professional-level duties in an approved information-related organization or institution. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms.,,Open (Restricted),Internship,ARRANGED,,,"AlMutairi, A;Clemmons, S"
Advanced Topics in Use and Users of Information,"Variety of newly developed and advanced topics courses within the field of Use and Users of Information, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Online,07:00 PM,08:55 PM,W,"Knutson, E"
Advanced Topics in Use and Users of Information,"Variety of newly developed and advanced topics courses within the field of Use and Users of Information, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Online,06:00 PM,07:55 PM,M,"Alvarez, B"
Advanced Topics in Use and Users of Information,"Variety of newly developed and advanced topics courses within the field of Use and Users of Information, intended to augment the existing Information Sciences curricula. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Lecture-Discussion,09:30 AM,12:20 PM,W,"Schwebel, S"
Advanced Topics in Collections,"Variety of newly developed and advanced topics courses within the field of Collections, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Open (Restricted),Lecture-Discussion,02:00 PM,03:50 PM,F,"Cain, P"
Advanced Topics in Collections,"Variety of newly developed and advanced topics courses within the field of Collections, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Closed,Online,05:00 PM,06:55 PM,W,"Abney, A"
Advanced Topics in Collections,"Variety of newly developed and advanced topics courses within the field of Collections, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 or 4 graduate hours. No professional credit. May be repeated in the same or separate terms, to a maximum of 16 hours, if topics vary.",,Closed,Lecture-Discussion,12:30 PM,03:20 PM,T,"Deacy-Quinn, C;Holton, J"
Data Mining,"Data mining refers to the process of exploring large datasets with the goal of uncovering interesting patterns. This process usually involves a number of tasks such as data collection, pre-processing, & characterization; model fitting, selection, & evaluation; classification, clustering, & prediction. Although data mining has its roots in database management, it has grown into a discipline that focuses on algorithm design (to ensure computational feasibility) & statistical modeling (to separate the signal from the noise). It draws heavily upon a variety of other disciplines including statistics, machine learning, operations research, & information retrieval. Will cover the major data mining concepts, principles, & techniques that every information scientist should know about. Lectures will introduce & discuss the major approaches to data mining; computer lab sessions coupled w/assignments will provide hands-on experience with these approaches; term projects offer the opportunity to use data mining in a novel way. Mathematical detail will be left to the students who are so inclined. 2 or 4 graduate hours. No professional credit.",,Open (Restricted),Laboratory-Discussion,01:00 PM,03:50 PM,F,"Torvik, V"
Guided Research Experience,"Supervised participation in information science research. Students assist in and /or conduct research under faculty or staff supervision on an information science project. The topics and nature of the work will vary. 0 or 1 graduate hours. No professional credit. Approved for S/U grading only. Course may be repeated in separate terms, up to 2 graduate credit hours, if topics vary. Additional research must be completed for the 0 credit option. Prerequisite: Completion of either one semester or 12 credits of information sciences courses. Completion of a research participation agreement. Restricted to IS graduate students.",,Open (Restricted),Research,ARRANGED,,,"Brooks, I"
